Si,Al,Fe,Ca,Mg,P,K,Na,Ti,V,Mn,S,File
1055.292293,996.586339,353929.065083,43814.451859,2111.978204,186.843434,3206.221545,4020.758078,10802.963474,1393.127299,4147.864363,1901.394987,014
556842.267244,90896.01455,173053.750304,1154616.691682,13958.952629,14595.824144,283755.889256,173.093333,158420.622323,15424.343741,22859.128491,754050.721369,014
5132.39505,1035.855992,826385.28351,173444.777057,27.069469,267.535545,14412.53898,82.144645,41387.100598,3400.599606,10059.745326,8882.650368,014
1068.806271,1153.395376,354363.522189,43444.386682,2192.574581,206.761201,3275.189765,4078.357586,10657.918774,1340.147569,4323.626137,1904.215439,014
556253.022196,91736.829324,173800.663512,1155721.039673,13855.122137,14707.270201,286680.179367,172.784844,156531.559183,16298.176353,22964.911151,754428.383718,014
5029.454885,1038.643052,829034.689554,173986.009481,23.723675,275.890083,14321.554265,85.191056,41804.237972,3411.963353,9951.917258,8901.690935,014
976.266854,1156.884945,354646.552324,43958.803908,2096.810724,259.440445,3250.300362,4016.345323,10765.395493,1451.576945,4316.12606,1958.031472,014
561097.978857,92300.541187,174864.686904,1162698.536427,13796.262173,14817.511195,284218.099935,182.913292,158312.538823,15630.721007,23087.90231,762184.24887,014
5250.96024,1080.999441,830495.742281,173394.155121,35.81246,230.707439,14520.327714,85.31069,42073.012775,3497.378077,9933.885936,8751.329014,014
1093.016984,1230.267648,355086.769813,44022.729971,2087.434151,127.630594,3135.517119,3962.564905,10867.67226,1573.657352,4550.391223,2039.004528,014
559836.942685,91297.722116,175286.638539,1160766.875033,13598.415728,14877.032949,284368.788015,332.827181,157783.500504,15256.335276,22435.045525,761919.336119,014
5140.866452,907.744051,831113.321209,174482.951905,35.636007,218.431251,14580.620323,94.427869,41734.342255,3693.615579,9971.534575,9053.158392,014
1115.537043,1207.337177,356553.783898,44293.152797,2232.149111,211.458439,3287.385683,4211.194711,10891.585017,1446.466051,4401.005237,2071.244489,014
723919.221113,121418.356516,218913.818172,948542.376853,11772.909493,13732.545208,335296.506979,215.96768,212032.865676,20518.606492,21945.933676,524901.027274,014
6077.251899,1255.349839,988442.957715,126581.181205,22.012754,348.157083,18794.217635,68.574012,53353.654726,4799.143185,9250.430302,5542.318718,014
1277.790554,1155.417488,400486.6363,30712.161794,2311.54204,360.553951,4266.157352,4206.056341,13651.01757,1623.071703,3927.81343,1371.224798,014
1192850.513508,202053.623117,262587.185908,227934.320235,12723.214263,15029.248473,637520.067803,135.341208,343248.498577,33104.799098,18959.32147,517927.042466,015
10807.375098,1952.71951,1178310.693523,27430.373292,42.619573,281.236796,43100.477023,61.388604,89867.243566,7722.238034,4393.777722,5327.151573,015
2072.116737,1253.535518,459624.630177,6546.071687,2075.498845,328.708638,9521.966507,4045.237879,23099.331449,2737.533696,2195.402851,1318.922507,015
385636.811974,54401.510322,180865.786685,576621.551614,14754.492378,15890.878395,246125.173753,405.677514,223904.878197,22862.529258,22633.326119,682943.051975,017
3270.829909,536.596798,692990.720912,72876.885945,26.549349,324.839366,8953.246733,97.085054,51960.548669,4850.184313,4651.56351,6614.42338,017
388094.943846,54225.992465,180513.694444,577212.646875,14912.891853,15771.764294,238388.70304,333.644811,224593.312305,21497.67818,23628.631529,688855.118053,017
3105.892852,647.131046,695453.960327,73002.356821,49.560348,296.873072,8769.357282,86.942277,52036.887678,5261.353541,4803.17649,6730.475071,017
682.543891,1327.023745,274209.289239,17227.445814,2533.934665,198.898746,2139.00646,5452.572616,13241.413772,1827.472099,2450.24114,1494.020194,017
763.785618,1366.736096,272776.592978,17405.341927,2840.762639,360.439475,1962.902062,5627.921653,13138.276624,1916.420543,2323.086732,1662.429351,017
721712.151397,257448.750924,131356.903973,457096.574747,5978.969592,1081.162792,225988.697902,235.29773,194632.86431,21567.440015,19291.70793,1000788.604168,1081
3841.440948,1414.791109,379596.136335,44177.626378,27.892831,45.75881,7030.215557,57.217399,38736.116666,3931.631423,871.518417,7156.373433,1081
1079.507951,1485.354671,149714.553619,10185.344393,2801.850577,239.551464,1639.045664,5527.993528,9408.332554,1523.512102,1153.161916,1588.740302,1081
777574.090858,287241.385214,205996.544919,505853.389124,4679.101053,441.280016,141749.24637,116.508006,160315.408496,15439.458301,17571.712625,1736115.063146,11102
4480.807485,1757.719131,865729.736102,59364.348941,63.729908,62.295808,3248.150947,133.321586,33439.555948,2504.780523,3144.698465,14250.088734,11102
892.308956,1482.085091,371010.84889,14758.626436,2191.435591,91.586144,794.131508,4584.898516,8743.66452,1049.786805,1661.495509,3003.746674,11102
1657237.844094,606493.054148,409972.863982,646191.116506,5174.93524,836.230546,301084.907686,359.661883,230126.947904,18991.620902,14184.291325,1986324.321888,11110
10963.239802,3870.925426,2143781.802968,82144.932608,31.16428,0.492965,16406.84854,81.27126,56302.443228,4509.950383,4553.729787,19883.541965,11110
2574.507083,1548.024389,1076749.366278,23971.997433,1402.217885,124.123946,4276.593128,2459.684273,17528.300019,2041.443841,2229.604585,5512.286731,11110
1028155.688073,296793.626978,208415.536055,1319887.43557,8092.47804,487.540353,312353.45289,137.095238,209592.902357,18950.646311,22643.409694,1027743.492348,1121
6556.390616,1918.894844,938221.705721,179383.104129,81.698871,57.402311,15170.847898,71.415423,49387.219495,4389.529739,12488.801498,9183.482622,1121
1421.332884,1329.597131,398916.294815,46556.784909,1794.622711,125.866857,3413.704605,3582.912246,12806.343123,1661.851063,5135.407893,2085.217789,1121
1031776.95757,299145.419747,209696.921097,1315445.442642,8065.964575,614.15937,311969.585068,160.949701,212064.499298,18701.260943,21722.173376,1040969.780495,1121
6602.006461,1919.591944,943127.269359,179823.68457,43.031174,41.485421,15354.076754,82.822068,49728.068595,4551.101332,12626.434468,9136.637969,1121
1408.769684,1308.588617,400325.835411,46901.0894,1981.000599,171.991102,3541.157599,3583.338068,13091.827705,1818.023459,4973.67776,2267.756488,1121
414803.777607,122394.364735,283526.742492,207246.793976,5530.320455,711.393826,168698.107417,184.380396,122356.065674,15017.935796,18466.271779,2646033.303809,1131
2229.937215,905.507992,1113483.641677,22617.386049,29.747151,42.684809,3501.711131,92.531875,22203.731434,2556.622852,2485.036169,20125.383955,1131
689.171566,1281.635391,476803.364531,6168.147556,2477.645857,247.075571,1101.992353,5186.793099,5774.323798,1204.462671,1479.43635,4704.755743,1131
609355.446558,206557.294905,248430.182794,887416.980014,7029.88708,2595.777589,181730.466323,603.626675,246932.951284,20227.806492,34642.060166,873539.67896,1191
3495.673227,1296.3019,930847.890569,89660.6434,82.326693,53.508305,6195.971484,59.993821,49935.274474,4884.378343,23384.971627,6176.879153,1191
738.272122,1233.421157,395271.89883,21830.886478,2337.639573,179.505347,1616.092329,4521.341674,13270.496716,1809.10195,9508.132929,1536.951782,1191
259203.454383,83467.208656,168362.229445,916945.197175,7205.112785,4086.62933,151988.753255,95.463258,112991.191834,11888.706757,27124.865218,869373.396843,1211
1489.864799,704.182639,547728.456102,96626.112303,32.475391,83.650445,1611.088637,128.103994,20674.212999,1306.702057,10122.21362,6009.827908,1211
541.592391,1405.151593,228772.645,23288.136095,2585.662152,266.857618,389.38706,5119.307451,5246.392949,579.700256,4131.292478,1482.795443,1211
456605.025576,152662.922129,227067.703675,743063.104069,7872.796847,2780.274106,151415.87973,171.806481,209926.189553,17060.728398,28427.336156,1153075.567869,1251
2635.369268,1036.719058,833168.341003,74290.299461,54.082101,162.790155,4299.429379,78.880636,41746.710288,3639.248063,15273.988377,8587.467172,1251
790.482499,1277.556944,356449.229069,17649.173631,2638.375574,270.940944,1013.62069,4950.168861,10800.330917,1364.508853,6071.198429,2085.764366,1251
649001.414922,218751.207034,189129.855792,473281.88326,6207.515674,1628.408846,177160.854439,264.997266,217713.610706,18374.998389,24456.774611,1137367.249114,1261
3719.119035,1413.917361,662289.151735,46725.118976,44.015632,41.853872,5971.339134,117.438746,44159.000425,3172.28947,11015.161335,8340.734567,1261
927.327106,1585.151652,273702.966985,11014.617233,2524.273875,262.066751,1616.985826,5495.482396,11398.235028,1373.530207,4240.168434,2044.910012,1261
122929.41767,29103.980719,599644.22549,1187399.199591,9899.093785,462.843655,155868.625064,330.738537,37949.05934,10214.610918,36455.089526,396737.710474,941
557.660332,474.772769,2147341.558066,103956.122086,42.364431,78.033864,1997.635589,58.497827,5323.392386,396.217432,18694.787329,2351.962139,941
358.014417,1300.378089,1152698.06314,32612.725138,2200.203304,307.959811,643.643511,4181.61706,1993.621813,437.691276,9234.121396,939.007808,941
106385.759668,26368.245661,470973.653662,1011616.862535,9660.323556,650.269399,161438.46589,224.162193,36839.294688,10150.314136,33011.025902,407351.044652,941
514.442252,468.712828,1769719.663277,95318.421198,52.196317,50.894526,2218.344632,71.721026,5364.65567,274.19245,15102.560874,2297.776387,941
334.767705,1261.969051,967407.692529,29233.079515,2192.454111,330.481881,703.748134,4384.988866,1782.308618,430.632203,7790.959313,784.910294,941
433193.21826,182430.803006,155904.971993,912057.036551,5961.282625,12535.283175,135527.753129,306.805649,210982.159357,15371.197912,18914.62632,675548.546839,951
2405.782261,1185.579715,512960.677202,99182.282212,54.531041,273.30019,2338.387559,122.552229,41931.299898,2328.780596,4069.717354,4842.320358,951
592.001102,1494.27658,205435.417233,23686.673802,2394.011964,216.653736,582.571114,5246.922804,10473.919019,1272.057463,1975.245162,1116.753904,951
426920.193316,169889.313,163417.402619,1027766.817167,6421.371345,7586.179543,130297.454828,267.663856,181918.066425,14757.424209,17474.341327,710939.780017,961
2366.147323,1126.485433,530843.336501,112151.659182,42.157951,133.483152,1856.91331,109.672537,36389.104345,2324.469228,1804.683918,5008.365898,961
588.212037,1360.078502,208209.838686,26551.769987,2449.927084,258.908951,524.580833,4690.365837,8939.069827,1266.083898,1182.662284,1180.108494,961
1493789.301324,369740.351039,206564.73089,1359097.083102,8854.89024,1257.63248,309205.463178,394.386011,184748.657824,17529.320092,19995.782306,1320414.848656,961
11070.402419,2639.876721,907757.970271,194504.430453,57.643727,59.907954,17163.986215,83.071016,47726.376076,4280.04305,11601.662961,12755.940654,961
2211.629179,1388.569664,382842.606819,48999.56036,2010.99624,192.840209,3986.230258,4143.947383,12474.864403,1578.520282,4738.959735,2861.326146,961
